MTT Retirement Party,Never Gonna Give You Up,Rick Astley
Reassurance,Never Gonna Give You Up,Rick Astley
Holes,Black Hole Sun,Soundgarden
Midlife crisis,Once In A Life Time,Talking Heads
Countdowns,Space Oddity,David Bowie
Backing Strings,Bitter Sweet Symphony,The Verve
Grunge,Black Hole Sun,Soundgarden
Artist Mentions,Buddy Holly,Weezer
AHHH,Immigrant Song,Led Zeppelin
Fictional Places,Suffragette City,David Bowie
Uncool,Loser,Beck
Newspapers,A Day In The Life,The Beatles
Forgetting,Who Are You,The Who
Joe,Cotton Eye Joe,Rednex
Elections,The End,The Doors
Bullying,Jeremy,Pearl Jam
Chuck Berry,Johnny B Good,Marty McFly
YouTube Hits,Never Gonna Give You Up,Rick Astley
Current Events,Should I Stay Or Should I Go,The Clash
Light,There is A Light That Never Goes Out,The Smiths
Need,All You Need Is Love,The Beatles
Freaks,I Fink U Freeky,Die Antwood
Grocery,Lost in the Supermarket,The Clash
Unintelligible,Louie Louie,The Kingsmen
Country,Jolene,Dolly Parton
LGBT,Sweet Transvestite,The Rocky Horror Picture Show
Stuttering,Psycho Killer,Talking Heads
Solitude,I am a Rock,Simon and Garfunkel
Sub choice,I Believe In A Thing Called Love,The Darkness
Crossover Covers,Hurt,Johnny Cash
slang,Valley Girl,Moon Zappa
DANGER,Danger Zone,Kenny Loggins
insanity,Psycho Killer,Talking Heads
Yacht Rock,Africa,Toto
touching,I Touch Myself,Divinyls
Middle,The Middle,Jimmy Eat World
Hide,Rawhide,Blues Brothers
Darwin,We Threw Gasoline On The Fire And Now Have Stumps For Arms And No Eyebrows,NOFX
Telephone,Telephone Line,Electric Light Orchestra
Hats,Safety Dance,Men Without Hats
Lesser Known Original,Tainted Love,Gloria Jones
Butts,Fat Bottomed Girls,Queen
Heart,Owner of a Lonely Heart,Yes
World,Wild World,Cat Stevens
Nervous,Psycho Killer,Talking Heads
Glass,Heart Of Glass,Blondie
Silence,The Sound Of Silence,Simon And Garfunkel
Blood,Werewolves of London,Warren Zevon
Iconic Intros,The Final Countdown,Europe
Groundhog Day,THE BEST THE BEST THE BEST THE BEST THE BEST THE BEST THE BEST THE BEST,Foo Fighters
MTT Retirement Party,Sandstorm,Darude
Heroes,Heroes,David Bowie
Wind,Waving My Dick In The Wind,Ween
instrumental xmas,Linus And Lucy,Vince Guaraldi Trio
Norse,Immigrant Song,Led Zeppelin
Australia,Down Under,Men At Work
Lesser Known Original,Black Betty,Leadbelly
Scary,One,Metallica
Weapons,Bang Bang,Nancy Sinatra
Locations,Africa,Toto
Disco,Golden Years,David Bowie
Standalone,Love Will Tear Us Apart,Joy Division
Baseball,Go Cubs Go,Steve Goodman
Ages,It Was A Very Good Beer,Homer Simpson
MTT Retirement Party,Smells Like Teen Spirit,Nirvana
smells,Smells Like Teen Spirit,Nirvana
Inappropriate,White Wedding,Billy Idol
Gossip,I Heard it Through the Grapevine,Marvin Gaye
Decay,Maggot Brain,Funkadelic
Hiding,Hide and Seek,Imogen Heap
Smoke,Smoke Two Joints,Sublime
Suits,Sharp Dressed Man,ZZ Top
Grey,Touch Of Grey,The Grateful Dead
Falsetto,Kiss,Prince
Bathrooms,Splish Splash,Bobby Darin
Hot,White Light White Heat,The Velvet Underground
Surnames,Clint Eastwood,Gorillaz
Toys,Barbie Girl,Aqua
Vacation,Holiday in Cambodia,Dead Kennedys
Friendship,Just a Friend,Biz Markie
Eyes,Eye Of The Tiger,Survivor
Good Advice,Always Look on the Bright Side of Life,Monty Python
Middle,Our House,Madness
Space,Intergalactic,Beastie Boys
Xmas,Christmas Wrapping,The Waitresses
Under,Down Under,Men At Work
ADA,Loud Pipes,Ratatat
Baseball,Centerfield,John Fogerty
Only,God Only Knows,The Beach Boys
Literature,The Ballad of Bilbo Baggins,Leonard Nimoy
Dark,I Believe In A Thing Called Love,The Darkness
May,You May Be Right,Billy Joel
Camping,The Campfire Song Song,Spongebob Squarepants
Great choreography,Thriller,Michael Jackson
Acronyms,YMCA,Village People
Parents,Papa Was A Rolling Stone,The Temptations
Posthumous,Love Will Tear Us Apart,Joy Division
Addiction,Orgasm Addict,The Buzzcocks
In Memorium,Lazarus,David Bowie
Misinterpreted,Born in the USA,Bruce Springsteen
Aliens,Ziggy Stardust,David Bowie
Rodents,Andy Kaufman,Mighty Mouse
Math,Pocket Calculator,Kraftwerk
Masturbation,I Touch Myself,Divinyls
Prostitution,Roxanne,The Police
Severe Weather,Riders On The Storm,The Doors
Rock As Verb,Rock Me Amadeus,Falco
Woodwind,Baker Street,Gerry Rafferty
Worst,Axel F,Crazy Frog
Storms,When The Levee Breaks,Led Zeppelin
Up to eleven,Suffragette city,David Bowie
Naked,Always Something There To Remind Me,Naked Eyes
Cemeteries,Eleanor Rigby,The Beatles
Disc Jockey,Video killed the radio star,The Buggles
Medicine,Lithium,Nirvana
Birds,Surfin Bird,The Trashmen
Bilingual,Games Without Frontiers,Peter Gabriel
Antonym,Stomach of Steel,Brunette
Stage to screen,Springtime For Hitler,The Producers
Running,I Ran,A Flock Of Seagulls
World,The Man Who Sold The World,David Bowie
Grunge,Even Flow,Pearl Jam
Rescue,Message in a Bottle,The Police
Social Media,I Heard It Through The Grapevine,Marvin Gaye
Smoke,Smoke Gets In Your Eyes,The Platters
Singing Drummers,Octopus Garden,The Beatles
Other Languages,Psycho Killer,Talking Heads
Joe,Hey Joe,The Jimi Hendrix Experience
Iconic Intros,Iron Man,Black Sabbath
Rap Features,Clint Eastwood,Gorillaz
Hats,Raspberry Beret,Prince
Best New Artist,No Rain,Blind Melon
Monopoly,Take A Chance On Me,Abba
allstar teamups,Handle With Care,Traveling Wilburys
Soul,Dead Souls,Joy Division
Controversy,Smack My Bitch Up,The Prodigy
Jeopardy,I Lost on Jeopardy,Weird Al Yankovic
Fictional Places,Atlantis,Donovan
Scary,Come To Daddy,Aphex Twin
Sounds Of Nature,Riders On the Storm,The Doors
Betrayal,I Heard It Through The Grapevine,Marvin Gaye
Left,Pancho and Lefty,Townes Van Zandt
psychedelic,White Rabbit,Jefferson Airplane
Prostitution,Christmas Card From a Hooker in Minneapolis,Tom Waits
Destruction,Burning Down the House,Talking Heads
Cameos,You Can Call Me Al,Paul Simon
Fake News,Pure Imagination,Willy Wonka
Uncles,Uncle Fucker,Terrance and Phillip
Comfort,Comfortably Numb,Pink Floyd
Early MTV,Cars,Gary Numan
Stitches,House of The Rising Sun,The Animals
Human Rights,Biko,Peter Gabriel
Strange,Strange Fruit,Billie Holiday
Country life,In A Big Country,Big Country
Sweet Suites,Roundabout,Yes
Suave,Smooth Operator,Sade
Olympic Hosts,Moskau,Dschingis Khan
Glass,Walking on Broken Glass,Annie Lennox
Fashion,Sharp Dressed Man,ZZ Top
Four Letter Bands,Africa,Toto
Girl Groups,Be My Baby,The Ronettes
Fun,Fun Fun Fun,The Beach Boys
Anagrams,Full Diaper,Pat Benatar
Harmonica,In The Garage,Weezer
Artist Title Related,Drive,The Cars
Whatever,Que Sera Sera,Doris Day
Lesser Known Original,Cum On Feel The Noize,Slade
Lesser Known Original,I will always love you,Dolly Parton
Zoo,Takin Retards To The Zoo,Dead Milkmen
No chorus,Bohemian Rhapsody,Queen
Magic,Every Little Thing She Does Is Magic,The Police
psychedelic,Maggot Brain,Funkadelic
History Lesson,The Wreck of the Edmund Fitzgerald,Gordon Lightfoot
Severe Weather,No Rain,Blind Melon
Severe Weather,When The Levee Breaks,Led Zeppelin
Darkness,I Believe in a Thing Called Love,The Darkness
Specs Appeal,Sunglasses at Night,Corey Hart
Mononymous,Waiting Room,Fugazi
Summer,In the Summertime,Mungo Jerry
Repetitive,Surfin Bird,The Trashmen
Mouth,All Star,Smash Mouth
Black Again,Blackstar,David Bowie
Electronic,The Robots,Kraftwerk
Disco,Heart of Glass,Blondie
Stoner Sludge Metal,My God Is The Sun,Queens of the Stone Age
Songs That Teach,Monty Python,Galaxy Song
Beauty In Bleak,Transmission,Joy Division
Death,Blackstar,David Bowie
Rhymes,Train in Vain,The Clash
Running,Born To Run,Bruce Springsteen
Waiting,The Waiting,Tom Petty And The Heartbreakers
Game,Hide And Seek,Imogen Heap
Globetrotting,A Passage To Bangkok,Rush
Fashion,The Model,Kraftwerk
Silence,Enjoy The Silence,Depeche Mode
Animated Videos,Money For Nothing,Dire Straits
Iconic Intros,The Immigrant Song,Led Zeppelin
Drugs,Pusherman,Curtis Mayfield
Camping,Hello Muddah Hello Faddah,Allan Sherman
Crossover Covers,Enter Sandman,Pat Boone
Great choreography,Weapon Of Choice,Fatboy Slim
Hands,Too Much Time On My Hands,Styx
reverse,Work It,Missy Elliott
MTT Retirement Party,Bohemian Rhapsody,Queen
Disasters,The Wreck of the Edmund Fitzgerald,Gordon Lightfoot
Disasters,Landslide,Fleetwood Mac
Unintelligible,In A Gadda Da Vida,Iron Butterfly
Antiheroes,Bad Bad Leroy Brown,Jim Croce
Heroes,Holding Out For A Hero,Bonnie Tyler
Maybe,Wonderwall,Oasis
Hidden tracks,Train in Vain,The Clash
The Simpsons,Sending Our Love Down the Well,The Simpsons
Turn,Turning Japanese,The Vapors
Clowns,Stuck In The Middle With You,Stealers Wheel
Shine,Shine,Collective Soul
Bathrooms,Mirror in the Bathroom,The English Beat
Magic,Abracadabra,Steve Miller Band
Addresses,Electric Avenue,Eddy Grant
Johnny Cash,A Boy Named Sue,Johnny Cash
Fast food,Combination Pizza Hut and Taco Bell,Das Racist
Math,Add It Up,Violent Femmes
Math,Black Math,The White Stripes
Speech disorders,All I Want For Christmas Is My Two Front Teeth,Spike Jones
Speech disorders,My Generation,The Who
Dancing,Safety Dance,Men Without Hats
Rain,Chocolate Rain,Tay Zonday
Spheres and Circles,Ring of Fire,Johnny Cash
Colours,Goodbye Yellow Brick Road,Elton John
Queens,You Can Call Me Al,Paul Simon
Spicy,Pepper,Butthole Surfers
Drum Breaks,When The Levee Breaks,Led Zeppelin
Before They Were Sampled,Thank You,Dido
Overworked,Working Man,Rush
Trump playlist,American Idiot,Green Day
body movements,Running Up That Hill,Kate Bush
The Afterlife,Heaven,Talking Heads
Sweet Suites,Bohemian Rhapsody,Queen
Money,Take The Money And Run,The Steve Miller Band
Flaking out,Never There,CAKE
Weight,The Weight,The Band
Night Driving,Radar Love,Golden Earring
Smoke,Smoke on the Water,Deep Purple
Your Dedications,Down Under,Men At Work
Artist Mentions,Andy Warhol,David Bowie
Iconic Intros,The Rite of Spring,Igor Stravinsky
Drugs,Comfortably Numb,Pink Floyd
Title In First Line,The Beatles,She Loves You
Peace,Give Peace A Chance,John Lennon
Genre in Title,Tenacious D,The Metal
Final,Blackstar,David Bowie
MTT Retirement Party,Wonderwall,Oasis
Two,Just the two of us,Bill Withers
Please,Please Please Please Let Me Get What I Want,The Smiths
The Simpsons,In the Garden of Eden,The Simpsons
Four,Four Seasons,Vivaldi
Turn,Total Eclipse of the Heart,Bonnie Tyler
Scary Stories,The Gift,The Velvet Underground
Obit,Another One Bites the Dust,Queen
Mouth sounds,Pepper,Butthole Surfers
Leaving,Leaving On A Jet Plane,John Denver
Aliens,Space Age Love Song,A Flock of Seagulls
Aliens,Rapture,Blondie
Royalty,Killer Queen,Queen
Nostalgia,Jungle Love,The Time
Left,Pass the Dutchie,Musical Youth
Muppets,C is for Cookie,Cookie Monster
psychedelic,Set the Controls for the Heart of the Sun,Pink Floyd
Easy Cheez,All Out Of Love,Air Supply
Eponymous,Everybody Have Fun Tonight,Wang Chung
Cinema,Bette Davis Eyes,Kim Carnes
Fast,Fast Car,Tracy Chapman
Forest Animals,White Rabbit,Jefferson Airplane
Goth ,Lovesong,The Cure
Goth,Isolation,Joy Division
religion,My Sweet Lord,George Harrison
World capitals,London Calling,The Clash
Green,Green Onions,Booker T and the MGs
Hunting,Hungry Like The Wolf,Duran Duran
Chocolate,Chocolate Rain,Tay Zonday
Leaving Home,Rocket Man,William Shatner
Spicy,Californication,Red Hot Chili Peppers
Legal Woes,Super Freak,Rick James
Misogyny,Bitches Aint Shit,Ben Folds
Itch,Theme Song,Itchy and Scratchy Show
Worm,Nobody Likes Us,The Kids in the Hall
Shy,Overkill,Men At Work
Adoption,This Night Has Opened My Eyes,The Smiths
Meta,Daft Punk Is Playing At My House,LCD Soundsystem
Meta,I Am The Walrus,The Beatles
Invasions,First We Take Manhattan,Leonard Cohen
Confessions,Sympathy For The Devil,The Rolling Stones
Beauty In Bleak,Always Look On The Bright Side Of Life,Monty Python
Reminiscing,Crocodile Rock,Elton John
Shocks and surprises,Lola,The Kinks
Human Rights,Know Your Rights,The Clash
Rejection,Lonely Boy,The Black Keys
Rivalry,The Devil Went Down To Georgia,Primus
Hate,She Hates Me,Puddle Of Mudd
Baseball,Glory Days,Bruce Springsteen
Running,Police On My Back,The Clash
World,The World Has Turned And Left Me Here,Weezer
Broadway,One Night In Bangkok,Murray Head
Nervous,Mad World,Tears for Fears
Waiting,Tired of Waiting,The Kinks
Grunge,The Day I Tried To Live,Soundgarden
Money,Material Girl,Madonna
Creepy,Every Breath You Take,The Police
Suave,Sharp Dressed Man,ZZ Top
Flaking out,Because I Got High,Afroman
Olympic Hosts,Werewolves Of London,Warren Zevon
I Am,I Am A Rock,Simon and Garfunkel
Go,Should I Stay or Should I Go,The Clash
Fashion,Vogue,Madonna
Gambling,House Of The Rising Sun,Animals
Smiling,Smile,Lily Allen
Horns,Young Americans,David Bowie
Joe,Joey,Concrete Blonde
Iconic Intros,Smells Like Teen Spirit,Nirvana
Iconic Intros,Should I Stay or Should I Go,The Clash
Power,POWER,Kanye West
Power,Power of Love,Huey Lewis and the News
Goodbye,Lazarus,David Bowie
Broken Up,Here Comes Your Man,The Pixies
North,Life In A Northern Town,The Dream Academy
Fun,No Fun,The Stooges
Crossover Covers,My Way,Sid Vicious
Alarm,Time,Pink Floyd
Parties,Party All the Time,Eddie Murphy
Unrequited,Pink Triangle,Weezer
Dedication,Wish You Were Here,Pink Floyd
Parents,Mother,Danzig
In Memorium,Stand By Me,Ben E King
Antiheroes,Ziggy Stardust,David Bowie
Maybe,Call Me Maybe,Carly Rae Jepsen
Maybe,Maybe Baby,Buddy Holly
Sale,She Sells Sanctuary,The Cult
The Simpsons,The Monorail Song,The Simpsons
Saints,When The Saints Go Marching In,Louis Armstrong
Controversy,Louie Louie,The Kingsmen
Handclaps,Stuck In The Middle With You,Stealers Wheel
Wolves,Hungry Like The Wolf,Duran Duran
Native American,Electric Pow Wow Drum,A Tribe Called Red
Breathing,Take My Breath Away,Berlin
